Leo, 54.96967226052727, 85.73488358358134, 79.31042781916014, 77.3936036538719, 73.5598540450332, 78.39217067823992, 74.84330694861579, 83.60667761021796, 62.2948586709869, 74.11442452475464, 75.62612338921727, 53.410039657826616, 53.49647190360334, 83.8094220654011, 70.16624380615086, 
Melissa, 77.67283474443005, 59.652765334714815, 95.56015157301415, 64.82622341735627, 65.57571247029958, 74.97439459453945, 81.53633403790036, 73.31642767932314, 99.07072961866967, 69.95513355643806, 76.15586932234643, 60.78226676750603, 92.11661883024098, 75.7853989243953, 73.31728276446036, 
Angel, 61.08370453691862, 63.5487359193322, 54.5494193520531, 76.11090850588468, 75.16322165022427, 82.99452089028348, 97.17721718289903, 69.86642911318117, 74.38084095576698, 90.17516705763155, 86.83356315838458, 69.32952530026434, 76.84384129628542, 64.02016779202614, 73.53210920301119, 
Ferdaws, 65.70609581263795, 87.75156112163427, 77.61753091448159, 89.14713716120795, 78.42209314893523, 73.23914315869396, 70.90926140546239, 81.64924338487864, 68.04982523533715, 60.80318987208577, 72.11359132032531, 83.44493847747484, 69.08928382512917, 58.1902703666687, 83.81756354294998, 
Cali, 67.30642906921899, 99.17753768168461, 81.19489131968507, 77.28527773421851, 62.02366627481842, 69.41665708371313, 79.6199944382639, 76.31144073136826, 84.25489985776866, 63.648856938386324, 83.66423766408285, 72.01575503447447, 74.95893749545577, 78.31964589551878, 51.370310362913834, 
Mitchell, 76.08983395214872, 87.18330235819361, 78.63826766721391, 72.12718625389054, 68.3519714836973, 57.231194746606725, 90.39122499611749, 86.95938796489892, 71.22620947520967, 61.63322302878103, 73.47910106200602, 76.74465812465724, 76.02253142080043, 91.43361612643128, 87.68641305898883, 
Ola, 71.38526768699965, 71.39061711711703, 97.8234827320594, 50.92840010210345, 75.41484362924294, 92.15580873974778, 79.70416351946149, 79.26469420713464, 74.19445226027054, 63.869469595700394, 87.46229707843862, 61.11567982044441, 80.41994641664046, 77.3666029989383, 79.49026470843256, 
Ze, 66.69176689348616, 60.97875598811485, 82.29057676038828, 86.47459154938758, 86.01464699663576, 71.27798652924676, 60.78683873955432, 71.31479282398058, 73.84449252565305, 68.6828759389698, 62.54657204790938, 81.81462391555304, 81.80675151466494, 65.45688604249501, 59.083863082816045, 
Alvin, 74.4936418050316, 85.59623481551337, 86.45638900598695, 59.4653959113012, 63.92453800334822, 87.79636563571499, 58.624324269955395, 59.91042468255656, 72.21268137041429, 74.43380883736434, 89.82247370768548, 72.6894437025081, 77.15351398817083, 64.27257867332887, 77.89458136195492, 
Cassandra, 63.46314586899767, 80.55751612729657, 73.09623993815593, 77.53759115617072, 79.47027988299403, 79.04480074874549, 83.9701112579197, 83.92820510518656, 90.64845137961798, 70.84652820940649, 69.4408250371931, 81.70636168144138, 53.79377133876032, 64.41649108424984, 75.10831412968918, 
Nicole, 65.23991018273163, 68.91523668790695, 67.37168402223507, 77.33423208110275, 75.58337389390174, 76.17239456227985, 77.78632506540586, 95.74708237646102, 66.36445927964542, 76.38374437538828, 59.12978114617783, 62.417973363729345, 77.70216841751555, 74.27482596398033, 67.61450772419782, 
Maria, 76.56899947237794, 67.20906409052162, 93.94304066532149, 86.3129232448206, 57.80808716447594, 61.074315836738215, 76.59707403173665, 78.4989049029498, 65.96848527962776, 81.09622624309378, 71.22399419252658, 59.369340963138995, 103.5196624192121, 60.594661095227124, 79.02072869711978, 
Patricia, 90.86299197844298, 73.9951662914785, 85.8688215028149, 68.96937308237128, 79.15777521815161, 81.41529499082156, 68.75789457403435, 77.04568191165517, 71.2564392911759, 74.41672827286308, 79.29312076206313, 76.62171396365444, 76.67835464322987, 69.29357278150073, 73.04065327413436, 
Fady, 63.30333793905206, 72.05416550874982, 84.91738308214364, 83.27055680708717, 75.53156070394348, 64.45170275215895, 97.45467654166816, 68.47334774059712, 69.53644025109645, 100.7165318586335, 84.08736213822417, 70.32360728286238, 75.900388922932, 64.63227161118499, 50.11925209651453, 
Mohammed, 82.53490451170606, 88.2602944690076, 65.68235018142408, 68.43507678797995, 86.15482234012251, 71.46320994036448, 92.54007086892702, 82.53461256882741, 69.10377732741233, 69.4638425641808, 76.77387349165873, 70.7289091267908, 86.26240391103764, 69.30248889127616, 88.4317163652701, 
